,price,location,ratings,type,air,air conditioning,bar,breakfast,centre,closed,conditioning,desk,facilities,facilities guests,family,fitness,front,garden,guests,housekeeping,laundry,maker,non-smoking,parking,pool,restaurant,room,room service,service,shuttle,site,spa,superb,swimming,tea/coffee,tea/coffee maker,terrace,wellness,wifi
15,1101,28,7.8,38,0.0,0.0,0.0,0.1012717668514834,0.0,0.0,0.0,0.0893126960562279,0.1814702661981647,0.1814702661981647,0.1040718257081302,0.0,0.0,0.0,0.1814702661981647,0.0,0.0,0.1689953200629573,0.0,0.1060061805771432,0.0,0.1481801870506644,0.0795071273035019,0.0795071273035019,0.0795071273035019,0.0,0.0,0.0,0.3257358692323897,0.0,0.1689953200629573,0.1689953200629573,0.0,0.0,0.0923065443504976
16,1181,14,7.8,39,0.0,0.0,0.0,0.1330872106487189,0.0,0.0,0.0,0.1173710893290897,0.0,0.0,0.1367669333835839,0.0,0.0,0.0,0.0,0.0,0.0,0.2220867321575422,0.0,0.1393089833736788,0.0,0.0,0.1044850122446606,0.1044850122446606,0.1044850122446606,0.1634080184474857,0.0,0.0,0.0,0.0,0.2220867321575422,0.2220867321575422,0.1967812059421676,0.0,0.1213054822105144
17,1444,21,6.7,14,0.1945491181474132,0.1945491181474132,0.0,0.0,0.0,0.0,0.1945491181474132,0.1480105535813365,0.0,0.0,0.1724696399891803,0.0,0.0,0.0,0.0,0.2049994205032888,0.0,0.0,0.0,0.0,0.0,0.0,0.131760594467381,0.131760594467381,0.131760594467381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2481505061628885,0.0,0.1529720110553604
18,7384,28,7.8,58,0.0,0.0,0.181319008863117,0.0801313892950109,0.3135372576907821,0.0,0.0,0.0,0.0,0.0,0.0,0.1715785803741027,0.0,0.0,0.0,0.0,0.0,0.1337177201703125,0.0,0.0,0.2178292033565997,0.1172477248449467,0.0629100959503164,0.0629100959503164,0.0629100959503164,0.0,0.0,0.1847184513266223,0.0,0.2116252085046355,0.1337177201703125,0.1337177201703125,0.0,0.1856037339560782,0.0730376478043896
19,1087,21,7.4,12,0.1380522602850472,0.1380522602850472,0.0,0.1190918729721855,0.0,0.0,0.1380522602850472,0.1050284455798048,0.0,0.0,0.1223846391995136,0.0,0.0,0.0,0.0,0.1454678059047279,0.0,0.0,0.0,0.0,0.0,0.0,0.0934974573821541,0.0934974573821541,0.0934974573821541,0.1462241704572973,0.0,0.0,0.3830534014282376,0.0,0.0,0.0,0.0,0.0,0.1085491010580688
20,1150,28,7.3,30,0.0,0.0,0.0,0.0744518291135746,0.1456571671582531,0.0,0.0,0.0656598950643617,0.0,0.0,0.0765103446306262,0.0,0.1669615069934611,0.0,0.0,0.0,0.0,0.1242400629661458,0.0,0.0779324217072903,0.0,0.0,0.0584511482256699,0.0584511482256699,0.0584511482256699,0.0,0.0,0.1716259594809008,0.0,0.0,0.1242400629661458,0.1242400629661458,0.0,0.1724484949645028,0.0678608785025574
21,999,21,7.1,68,0.1428654856590788,0.1428654856590788,0.2788730777473016,0.0,0.0,0.0,0.1428654856590788,0.1086902876837733,0.0,0.0,0.1266516091829859,0.0,0.0,0.0,0.0,0.1505395760665467,0.0,0.0,0.0,0.0,0.0,0.0,0.0967572687995842,0.0967572687995842,0.0967572687995842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1822272077976966,0.0,0.1123336916650044
22,3500,9,8.7,14,0.0,0.0,0.0,0.1131487425689901,0.0,0.0,0.0,0.0,0.0,0.0,0.1162771874317461,0.0,0.0,0.0,0.0,0.0,0.2646448938138497,0.1888147956696536,0.0,0.118438400057097,0.0,0.1655585002581086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1888147956696536,0.1888147956696536,0.1673004183124345,0.0,0.1031320944510067
23,2000,14,9.4,14,0.0,0.0,0.0,0.166887085379223,0.0,0.0,0.0,0.1471795742839454,0.0,0.0,0.1715013394403904,0.0,0.0,0.0,0.0,0.203848487206348,0.0,0.0,0.0,0.1746889884388729,0.0,0.0,0.1310208477157808,0.1310208477157808,0.1310208477157808,0.2049084039959005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1521131765250413
24,1119,27,6.662635796972395,15,0.0,0.0,0.0,0.1306339136441365,0.0,0.0,0.0,0.1152074994509034,0.0,0.0,0.1342458052724728,0.0,0.0,0.304047730680929,0.0,0.0,0.3055411613059757,0.0,0.0,0.1367409957364284,0.0,0.0,0.1025589611514405,0.1025589611514405,0.1025589611514405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1931537894478039,0.0,0.1190693666987694
25,1764,28,7.9,8,0.0,0.0,0.0,0.1241808197942624,0.0,0.0,0.0,0.1095164443073574,0.2225213119646585,0.2225213119646585,0.1276142900999647,0.0,0.0,0.0,0.2225213119646585,0.0,0.0,0.2072243631098887,0.0,0.1299862223854883,0.0,0.181700563516426,0.0974927223548388,0.0974927223548388,0.0974927223548388,0.0,0.0,0.0,0.0,0.0,0.2072243631098887,0.2072243631098887,0.0,0.0,0.1131875418608076
26,1036,28,6.9,15,0.0,0.0,0.0,0.0991245952029598,0.1939268370552258,0.0,0.0,0.0,0.1776227199101439,0.1776227199101439,0.1018652870002759,0.0,0.0,0.0,0.1776227199101439,0.0,0.0,0.1654122685249655,0.0,0.1037586295312795,0.0,0.0,0.0778214111862745,0.0778214111862745,0.0778214111862745,0.1217078155186411,0.0,0.2285014883101383,0.0,0.0,0.1654122685249655,0.1654122685249655,0.0,0.2295966057548385,0.0903494540264664
27,1119,28,8.3,90,0.0,0.0,0.0,0.1059312158944264,0.0,0.0,0.0,0.0934219159217422,0.0,0.0,0.1088601036632706,0.0,0.0,0.0,0.0,0.0,0.0,0.1767706863551635,0.0,0.1108834569592228,0.0,0.0,0.0831651992394318,0.0831651992394318,0.0831651992394318,0.1300651655156442,0.0,0.0,0.3407227676674971,0.0,0.1767706863551635,0.1767706863551635,0.1566286670899283,0.0,0.0965535092559489
28,1511,28,8.0,26,0.1813380876568546,0.1813380876568546,0.0,0.1564327339201723,0.0,0.0,0.1813380876568546,0.1379597656111445,0.0,0.0,0.160757936054001,0.0,0.0,0.0,0.0,0.1910787529587374,0.0,0.0,0.0,0.1637459003202438,0.0,0.0,0.1228132743893545,0.1228132743893545,0.1228132743893545,0.1920722731028566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,10299,0,7.2,27,0.0,0.0,0.2107855222551755,0.0931537010238833,0.1822454110663589,0.0,0.0,0.0,0.0,0.0,0.0,0.1994621573254894,0.0,0.0,0.0,0.0,0.0,0.1554484532956443,0.0,0.0,0.2532290611990521,0.1363018862149783,0.0731337409858743,0.0731337409858743,0.0731337409858743,0.1143765927707406,0.0,0.0,0.0,0.2460168427827969,0.1554484532956443,0.1554484532956443,0.0,0.0,0.0849071414699834
30,2699,13,7.9,19,0.0,0.0,0.0,0.1340567158413864,0.0,0.0,0.0,0.1182261067272224,0.2402180653672654,0.2402180653672654,0.137763244384876,0.0,0.0,0.0,0.2402180653672654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10524615797334,0.10524615797334,0.10524615797334,0.1645984027198446,0.0,0.0,0.0,0.0,0.0,0.0,0.1982147050744311,0.0,0.1221891606220527
